category,subcategory,skill_name,level,weighted_score,description,evidence_examples,developer_type
데이터 분석,Pandas 결측치,interpolate,Advanced,64,보간,df.interpolate(),"Data
데이터 분석,Pandas 타입,astype,Intermediate,30,타입 변환,df.astype('category'),"Data
데이터 분석,Pandas 타입,to_datetime,Intermediate,32,날짜 변환,pd.to_datetime(),"Data
데이터 분석,Pandas 문자열,str 메서드,Intermediate,32,문자열 처리,df['col'].str.contains(),"Data
데이터 분석,Pandas 시계열,resample,Advanced,68,리샘플링,df.resample('D').mean(),"Data
데이터 분석,Pandas 시계열,rolling,Advanced,64,이동 평균,df.rolling(window=3).mean(),"Data
데이터 분석,Pandas 최적화,category 타입,Advanced,68,메모리 최적화,astype('category'),"Data
데이터 분석,Pandas 최적화,chunksize,Advanced,72,대용량 처리,pd.read_csv(chunksize=10000),"Data
데이터 분석,Pandas 최적화,eval/query,Advanced,72,빠른 연산,df.eval('C = A + B'),"Data
데이터 분석,NumPy 배열,인덱싱,Intermediate,,32,슬라이싱,"arr[1:3, ::2]"
데이터 분석,NumPy 배열,boolean indexing,Intermediate,35,조건 인덱싱,arr[arr > 5],"Data
데이터 분석,NumPy 배열,fancy indexing,Advanced,,64,정수 배열 인덱싱,"arr[[0, 2
데이터 분석,NumPy 배열,reshape,Intermediate,,32,형상 변경,"arr.reshape((3, 4))"
데이터 분석,NumPy 배열,broadcasting,Advanced,,68,브로드캐스팅,"arr + arr[:, np.newaxis]"
데이터 분석,NumPy 연산,universal functions,Intermediate,,35,벡터화 연산,"np.sin, np.exp"
데이터 분석,NumPy 연산,aggregate,Intermediate,,35,집계,"np.sum, np.mean
데이터 분석,NumPy 연산,einsum,Advanced,,76,텐서 연산,"np.einsum('ij,jk->ik'
데이터 분석,NumPy 선형대수,dot product,Intermediate,,35,내적,"np.dot, @"
데이터 분석,NumPy 선형대수,matrix operations,Advanced,,68,행렬 연산,"np.linalg.inv, np.linalg.eig"
AI/ML,PyTorch Tensor,생성,Intermediate,,32,텐서 생성,"torch.tensor, torch.zeros
AI/ML,PyTorch Tensor,연산,Intermediate,,35,텐서 연산,"add, mul
AI/ML,PyTorch Tensor,device,Intermediate,,38,GPU 사용,"tensor.to('cuda'), tensor.cuda()"
AI/ML,PyTorch Autograd,backward,Advanced,68,역전파,loss.backward(),AI/ML
AI/ML,PyTorch Autograd,gradient,Advanced,,64,그래디언트,"tensor.grad, torch.autograd.grad"
AI/ML,PyTorch nn.Module,forward,Intermediate,,38,순전파,"def forward(self, x):"
AI/ML,PyTorch nn.Module,layers,Intermediate,,35,레이어,"nn.Linear, nn.Conv2d
AI/ML,PyTorch nn.Module,parameters,Advanced,,64,파라미터 관리,"model.parameters(), named_parameters"
AI/ML,PyTorch Optimizer,SGD,Intermediate,,35,최적화,"optim.SGD(params, lr)"
AI/ML,PyTorch Optimizer,Adam,Intermediate,35,Adam 옵티마이저,optim.Adam(params),AI/ML
AI/ML,PyTorch Optimizer,step,Intermediate,,35,가중치 업데이트,"optimizer.step(), optimizer.zero_grad()"
AI/ML,PyTorch DataLoader,Dataset,Intermediate,38,데이터셋 클래스,torch.utils.data.Dataset,AI/ML
AI/ML,PyTorch DataLoader,DataLoader,Intermediate,,38,배치 로딩,"DataLoader(dataset, batch_size)"
AI/ML,PyTorch 저장/로드,save,Intermediate,32,모델 저장,torch.save(model.state_dict()),AI/ML
AI/ML,PyTorch 저장/로드,load,Intermediate,32,모델 로드,model.load_state_dict(torch.load()),AI/ML
AI/ML,PyTorch 분산,DistributedDataParallel,Advanced,,80,분산 학습,"DDP, dist.init_process_group"
AI/ML,PyTorch JIT,torch.jit.script,Advanced,76,JIT 컴파일,@torch.jit.script,AI/ML
AI/ML,sklearn 전처리,StandardScaler,Intermediate,32,표준화,StandardScaler().fit_transform(),"AI/ML
AI/ML,sklearn 전처리,MinMaxScaler,Intermediate,32,정규화,MinMaxScaler(),"AI/ML
AI/ML,sklearn 전처리,LabelEncoder,Intermediate,30,레이블 인코딩,LabelEncoder().fit_transform(),"AI/ML
AI/ML,sklearn 전처리,OneHotEncoder,Intermediate,35,원핫 인코딩,OneHotEncoder(),"AI/ML
AI/ML,sklearn 전처리,PolynomialFeatures,Advanced,64,다항 특징,PolynomialFeatures(degree=2),AI/ML
AI/ML,sklearn 모델,LinearRegression,Intermediate,,32,선형 회귀,"LinearRegression().fit(X, y)"
AI/ML,sklearn 모델,LogisticRegression,Intermediate,35,로지스틱 회귀,LogisticRegression(),"AI/ML
AI/ML,sklearn 모델,RandomForest,Intermediate,38,랜덤 포레스트,RandomForestClassifier(),"AI/ML
AI/ML,sklearn 모델,SVM,Advanced,64,서포트 벡터 머신,SVC(kernel='rbf'),AI/ML
AI/ML,sklearn 모델,KMeans,Intermediate,35,K-평균 군집화,KMeans(n_clusters=3),"AI/ML
AI/ML,sklearn Pipeline,Pipeline,Advanced,68,파이프라인,Pipeline(steps=[...]),AI/ML
AI/ML,sklearn Pipeline,ColumnTransformer,Advanced,72,컬럼별 변환,ColumnTransformer(transformers),AI/ML
AI/ML,sklearn 평가,cross_val_score,Intermediate,,38,교차 검증,"cross_val_score(model, X
AI/ML,sklearn 평가,GridSearchCV,Advanced,,68,하이퍼파라미터 탐색,"GridSearchCV(estimator, param_grid)"
AI/ML,sklearn 평가,confusion_matrix,Intermediate,,35,혼동 행렬,"confusion_matrix(y_true, y_pred)"
AI/ML,sklearn 평가,classification_report,Intermediate,35,분류 리포트,classification_report(),"AI/ML
네트워킹,requests 기본,GET 요청,Basic,12,GET,requests.get(url),All
네트워킹,requests 기본,POST 요청,Basic,,12,POST,"requests.post(url, data={})"
네트워킹,requests 고급,Session,Intermediate,32,세션 유지,requests.Session(),"Backend
네트워킹,requests 고급,Headers,Intermediate,30,헤더 설정,headers={'User-Agent': ...},"Backend
네트워킹,requests 고급,Timeout,Intermediate,,30,타임아웃,"requests.get(url, timeout=5)"
네트워킹,requests 고급,Retry,Advanced,64,재시도,HTTPAdapter(max_retries=3),All
네트워킹,requests 고급,Authentication,Intermediate,,35,인증,"auth=('user', 'pass')
네트워킹,requests 고급,SSL 검증,Intermediate,,32,인증서 검증,"verify=False, cert=('client.cert'
네트워킹,requests 고급,Streaming,Advanced,,68,스트리밍,"stream=True, iter_content()"
비동기,asyncio 기본,coroutine,Intermediate,,35,코루틴,"async def, await"
비동기,asyncio 기본,asyncio.run,Intermediate,32,이벤트 루프,asyncio.run(main()),Backend
비동기,asyncio Task,create_task,Intermediate,38,태스크 생성,asyncio.create_task(coro),Backend
비동기,asyncio Task,gather,Advanced,64,병렬 실행,asyncio.gather(*tasks),Backend
비동기,asyncio Task,wait,Advanced,,68,태스크 대기,"asyncio.wait(tasks, return_when)"
비동기,asyncio Task,TaskGroup,Advanced,72,태스크 그룹,async with asyncio.TaskGroup(),Backend
비동기,asyncio 동기화,Lock,Advanced,64,락,asyncio.Lock(),Backend
비동기,asyncio 동기화,Semaphore,Advanced,68,세마포어,asyncio.Semaphore(10),Backend
비동기,asyncio 동기화,Event,Advanced,64,이벤트,asyncio.Event(),Backend
비동기,asyncio 동기화,Queue,Advanced,68,큐,asyncio.Queue(),Backend
비동기,asyncio Timeout,wait_for,Intermediate,,35,타임아웃,"asyncio.wait_for(coro, timeout)"
비동기,asyncio Timeout,timeout,Advanced,64,컨텍스트 타임아웃,async with asyncio.timeout(10):,Backend
컨테이너,Dockerfile,FROM,Basic,9,베이스 이미지,FROM python:3.11,"DevOps
컨테이너,Dockerfile,RUN,Basic,10,명령 실행,RUN pip install,"DevOps
컨테이너,Dockerfile,COPY/ADD,Basic,10,파일 복사,COPY . /app,"DevOps
컨테이너,Dockerfile,WORKDIR,Basic,9,작업 디렉토리,WORKDIR /app,"DevOps
컨테이너,Dockerfile,ENV,Basic,10,환경 변수,ENV PATH=/app:$PATH,"DevOps
컨테이너,Dockerfile,EXPOSE,Basic,9,포트 노출,EXPOSE 8000,"DevOps
컨테이너,Dockerfile,CMD/ENTRYPOINT,Intermediate,,30,실행 명령,"CMD ['python', 'app.py']"
컨테이너,Dockerfile,Multi-stage build,Advanced,68,멀티 스테이지,FROM ... AS builder,DevOps
컨테이너,Dockerfile,ARG,Intermediate,30,빌드 인자,ARG VERSION=1.0,DevOps
컨테이너,Dockerfile,HEALTHCHECK,Advanced,60,헬스 체크,HEALTHCHECK CMD curl,DevOps
컨테이너,Docker CLI,build,Intermediate,30,이미지 빌드,docker build -t app .,"DevOps
컨테이너,Docker CLI,run,Intermediate,30,컨테이너 실행,docker run -p 8000:8000,"DevOps
컨테이너,Docker CLI,exec,Intermediate,30,컨테이너 명령,docker exec -it container bash,"DevOps
컨테이너,Docker CLI,logs,Intermediate,28,로그 확인,docker logs -f container,"DevOps
컨테이너,Docker CLI,volumes,Advanced,60,볼륨 관리,docker volume create,DevOps
컨테이너,Docker CLI,networks,Advanced,64,네트워크,docker network create,DevOps
컨테이너,Docker Compose,services,Intermediate,35,서비스 정의,services: app: image:,DevOps
컨테이너,Docker Compose,volumes,Intermediate,32,볼륨 마운트,volumes: - ./data:/data,DevOps
컨테이너,Docker Compose,networks,Advanced,64,네트워크 설정,networks: frontend:,DevOps
컨테이너,Docker Compose,depends_on,Intermediate,32,의존성,depends_on: - db,DevOps
컨테이너,Docker Compose,environment,Intermediate,30,환경 변수,environment: VAR=value,DevOps
테스트,pytest 기본,test 함수,Basic,12,테스트 작성,def test_func(): assert ...,"All
테스트,pytest 기본,assert,Basic,12,검증,assert result == expected,"All
테스트,pytest fixture,함수 픽스처,Intermediate,32,테스트 셋업,@pytest.fixture,"All
테스트,pytest fixture,scope,Advanced,64,픽스처 범위,scope='session',"All
테스트,pytest fixture,autouse,Advanced,60,자동 사용,autouse=True,"All
테스트,pytest parametrize,단일 파라미터,Intermediate,,35,여러 케이스,"@pytest.mark.parametrize('x', [1
테스트,pytest parametrize,다중 파라미터,Advanced,,64,조합 테스트,"@pytest.mark.parametrize('x,y'
테스트,pytest markers,skip,Intermediate,30,테스트 스킵,@pytest.mark.skip,"All
테스트,pytest markers,skipif,Intermediate,32,조건부 스킵,@pytest.mark.skipif(condition),"All
테스트,pytest markers,xfail,Intermediate,30,예상 실패,@pytest.mark.xfail,"All
테스트,pytest markers,커스텀 마커,Advanced,64,사용자 마커,pytest.ini markers,"All
테스트,pytest monkeypatch,setattr,Intermediate,,35,속성 패치,"monkeypatch.setattr(obj, 'attr'
테스트,pytest monkeypatch,setenv,Intermediate,,32,환경 변수,"monkeypatch.setenv('KEY', 'value')"
테스트,pytest caplog,로그 캡처,Intermediate,,32,로그 테스트,"caplog.text, caplog.records"
테스트,pytest capsys,출력 캡처,Intermediate,32,stdout 테스트,capsys.readouterr(),"All
테스트,pytest tmpdir,임시 디렉토리,Intermediate,32,파일 테스트,tmpdir fixture,"All
버전 관리,git 기본,init,Basic,8,저장소 초기화,git init,All
버전 관리,git 기본,clone,Basic,9,저장소 복제,git clone url,All
버전 관리,git 기본,add,Basic,9,스테이징,git add file,All
버전 관리,git 기본,commit,Basic,10,커밋,git commit -m 'msg',All
버전 관리,git 기본,push,Basic,10,원격 푸시,git push origin main,All
버전 관리,git 기본,pull,Basic,10,원격 가져오기,git pull,All
버전 관리,git 브랜치,branch,Intermediate,28,브랜치 생성,git branch feature,All
버전 관리,git 브랜치,checkout,Intermediate,28,브랜치 전환,git checkout branch,All
버전 관리,git 브랜치,switch,Intermediate,28,브랜치 전환 (신),git switch branch,All
버전 관리,git 브랜치,merge,Intermediate,32,브랜치 병합,git merge feature,All
버전 관리,git 브랜치,rebase,Advanced,64,리베이스,git rebase main,All
버전 관리,git 고급,cherry-pick,Advanced,64,커밋 선택,git cherry-pick hash,All
버전 관리,git 고급,stash,Intermediate,,32,임시 저장,"git stash, git stash pop"
버전 관리,git 고급,reset,Advanced,60,커밋 되돌리기,git reset --hard HEAD~1,All
버전 관리,git 고급,revert,Intermediate,35,커밋 취소,git revert hash,All
버전 관리,git 고급,reflog,Advanced,68,참조 로그,git reflog,All
버전 관리,git 고급,bisect,Advanced,72,이진 탐색,git bisect start,All
버전 관리,git 고급,submodule,Advanced,68,서브모듈,git submodule add,All
버전 관리,git 고급,worktree,Advanced,72,작업 트리,git worktree add,All
머신러닝 및 딥러닝,전통 ML,XGBoost,Intermediate,,35,fit/predict 기본 사용,"XGBClassifier().fit(X, y)"
머신러닝 및 딥러닝,전통 ML,XGBoost,Advanced,,76,조기종료 + 피처 중요도,"early_stopping_rounds, feature_importances_"
머신러닝 및 딥러닝,전통 ML,LightGBM,Intermediate,35,기본 학습,lgb.LGBMClassifier(),"AI/ML
머신러닝 및 딥러닝,전통 ML,LightGBM,Advanced,,76,하이퍼파라미터 튜닝,"num_leaves, learning_rate 최적화"
머신러닝 및 딥러닝,전통 ML,CatBoost,Intermediate,35,범주형 변수 처리,CatBoostClassifier(cat_features),"AI/ML
머신러닝 및 딥러닝,전통 ML,CatBoost,Advanced,76,커스텀 손실 함수,custom loss function,AI/ML
머신러닝 및 딥러닝,LLM 오케스트레이션,LangGraph,Intermediate,,38,기본 그래프 빌드,"StateGraph, add_node"
머신러닝 및 딥러닝,LLM 오케스트레이션,LangGraph,Advanced,,80,복잡한 워크플로우,"conditional edges, checkpoints"
머신러닝 및 딥러닝,LLM 오케스트레이션,CrewAI,Intermediate,,38,멀티 에이전트 시스템,"Agent, Task
머신러닝 및 딥러닝,LLM 오케스트레이션,CrewAI,Advanced,,80,협업 에이전트,"agent collaboration, delegation"
머신러닝 및 딥러닝,Generative AI,Diffusers,Intermediate,38,Stable Diffusion 사용,StableDiffusionPipeline,AI/ML
머신러닝 및 딥러닝,Generative AI,Diffusers,Advanced,,80,ControlNet + 파인튜닝,"ControlNetModel, Lora"
AI/ML,MLOps,BentoML,Intermediate,38,모델 서빙,@bentoml.service decorator,"AI/ML
AI/ML,MLOps,BentoML,Advanced,,80,Bento 배포 + 최적화,"bentoml build, containerize"
AI/ML,MLOps,TorchServe,Intermediate,38,PyTorch 모델 서빙,torch-model-archiver,"AI/ML
AI/ML,MLOps,TorchServe,Advanced,,80,배치 처리 + 스케일링,"batch inference, multi-model"
AI/ML,MLOps,Feast,Intermediate,,40,Feature Store 기본,"FeatureStore, apply"
AI/ML,MLOps,Feast,Advanced,,80,실시간 피처 제공,"online store, feature materialization"
데이터 저장,Vector DB,Qdrant,Intermediate,,35,벡터 검색,"QdrantClient, search"
데이터 저장,Vector DB,Qdrant,Advanced,,76,필터링 + 하이브리드 검색,"payload filtering, hybrid search"
데이터 저장,Vector DB,Pinecone,Intermediate,,35,벡터 인덱싱,"Index.upsert, query"
데이터 저장,Vector DB,Pinecone,Advanced,,76,메타데이터 필터 + 스케일링,"metadata filtering, namespace"
데이터 처리 최적화,임베디드 DB,DuckDB,Basic,,10,기본 쿼리,"duckdb.connect(), execute"
데이터 처리 최적화,임베디드 DB,DuckDB,Intermediate,35,Pandas 통합,duckdb.query_df(),"Data
데이터 처리 최적화,임베디드 DB,DuckDB,Advanced,,76,Parquet + Arrow 최적화,"read_parquet, arrow integration"
데이터 저장,OLAP,ClickHouse,Intermediate,38,컬럼형 쿼리,clickhouse-driver,"Data
데이터 저장,OLAP,ClickHouse,Advanced,,80,분산 테이블 + 최적화,"Distributed table, MergeTree"
추가 프레임워크 및 라이브러리,작업 스케줄링,Dramatiq,Intermediate,32,태스크 큐,@dramatiq.actor decorator,Backend
추가 프레임워크 및 라이브러리,작업 스케줄링,Dramatiq,Advanced,,72,재시도 + 미들웨어,"Retries, custom middleware"
DevOps,Service Mesh,Istio,Advanced,,76,트래픽 관리,"VirtualService, DestinationRule"
DevOps,Service Mesh,Istio,Advanced,,80,mTLS + 관찰성,"mutual TLS, distributed tracing"
DevOps,Service Mesh,Linkerd,Advanced,,72,경량 서비스 메시,"linkerd inject, traffic split"
API & 통신,API Gateway,Kong,Intermediate,,35,라우팅 + 플러그인,"Routes, Services
API & 통신,API Gateway,Kong,Advanced,76,커스텀 플러그인,Lua custom plugin,"Backend
API & 통신,API Gateway,Tyk,Intermediate,,35,API 관리,"API definitions, policies"
API & 통신,GraphQL,Hasura,Intermediate,,38,즉시 GraphQL API,"Hasura console, relationships"
API & 통신,GraphQL,Hasura,Advanced,,80,실시간 구독 + 권한,"subscriptions, role-based access"
클라우드 및 배포,IaC,Pulumi,Intermediate,,38,파이썬으로 IaC,"pulumi.Config, pulumi up"
클라우드 및 배포,IaC,Pulumi,Advanced,,80,복잡한 리소스 관리,"ComponentResource, Stack references"
인프라,자동화,Chef,Intermediate,,32,Cookbook 작성,"Recipe, Resources"
인프라,자동화,Chef,Advanced,,72,복잡한 구성 관리,"Chef InSpec, Test Kitchen"
인프라,자동화,Puppet,Intermediate,,32,Manifest 작성,"puppet apply, modules"
인프라,자동화,Puppet,Advanced,,72,Hiera + Orchestration,"Hiera data, Puppet orchestrator"
DevOps,서비스 디스커버리,Consul,Intermediate,,35,서비스 등록/발견,"consul agent, service registration"
DevOps,서비스 디스커버리,Consul,Advanced,,76,KV Store + Service Mesh,"consul kv, connect"
DevOps,Monitoring,Loki,Intermediate,35,로그 집계,LogQL queries,"DevOps
DevOps,Monitoring,Loki,Advanced,,76,분산 로그 + 알림,"promtail, alerting rules"
데이터 엔지니어링,CDC,Debezium,Intermediate,40,변경 데이터 캡처,Debezium connector,"Data
데이터 엔지니어링,CDC,Debezium,Advanced,,80,복잡한 파이프라인,"transformations, Kafka Connect"
메시지 큐 및 스트리밍,스트림 처리,Flink,Intermediate,40,DataStream API,StreamExecutionEnvironment,"Data
메시지 큐 및 스트리밍,스트림 처리,Flink,Advanced,,80,Stateful 처리,"state management, checkpoints"
개발 도구,빌드 자동화,Makefile,Basic,,9,기본 타겟,"make, targets
개발 도구,빌드 자동화,Makefile,Intermediate,,30,변수 + 패턴,"variables, pattern rules"
개발 도구,빌드 자동화,Makefile,Advanced,,68,복잡한 빌드 시스템,"automatic variables, includes"
데이터 저장,Time-Series DB,TimescaleDB,Intermediate,,35,Hypertable 생성,"CREATE HYPERTABLE, time_bucket"
데이터 저장,Time-Series DB,TimescaleDB,Advanced,,76,연속 집계 + 압축,"continuous aggregates, compression"
데이터 엔지니어링,Data Lake,Apache Iceberg,Intermediate,,40,Table format,"Iceberg tables, schema evolution"
데이터 엔지니어링,Data Lake,Apache Iceberg,Advanced,,80,Time travel + 파티션,"snapshot isolation, hidden partitioning"
데이터 엔지니어링,Data Lake,Apache Hudi,Intermediate,,40,Upserts + Incremental,"COW/MOR tables, incremental queries"
데이터 엔지니어링,Data Lake,Apache Hudi,Advanced,,80,복잡한 CDC,"DeltaStreamer, clustering"
Architectural Patterns,Event-Driven,Event Sourcing,Advanced,,72,이벤트 스토어 구현,"event store, replay"
Architectural Patterns,Event-Driven,Event Sourcing,Advanced,,80,CQRS 패턴,"command/query separation, projections"
DevOps,Kubernetes,Kustomize,Intermediate,,35,Overlay 관리,"kustomization.yaml, patches"
DevOps,Kubernetes,Kustomize,Advanced,,72,복잡한 변환,"transformers, generators"
DevOps,Kubernetes,K3s,Intermediate,,32,경량 Kubernetes,"k3s install, edge deployment"
DevOps,Kubernetes,K3s,Advanced,,72,Edge/IoT 배포,"multi-node cluster, HA setup"
DevOps,Container Runtime,containerd,Advanced,,72,Low-level container,"ctr, containerd API"
DevOps,Container Runtime,CRI-O,Advanced,,72,Kubernetes native runtime,"crictl, CRI interface"
보안,인증 및 권한,OpenID Connect,Intermediate,,35,OIDC 플로우,"ID token, UserInfo endpoint"
보안,인증 및 권한,OpenID Connect,Advanced,,76,Discovery + Claims,"OIDC discovery, custom claims"
보안,인증 및 권한,mTLS,Advanced,,76,상호 TLS 인증,"client certificates, mutual authentication"
보안,API Security,Authlib,Intermediate,,35,OAuth2 서버,"AuthorizationServer, ResourceProtector"
보안,API Security,Authlib,Advanced,,76,OIDC + JWT,"OpenID Connect, token introspection"
클라우드,AWS,AWS SSM,Intermediate,,32,Parameter Store,"SSM parameters, SecureString"
클라우드,AWS,AWS SSM,Advanced,,72,Session Manager,"SSM Session, automation"
클라우드,GCP,Cloud Pub/Sub,Intermediate,,35,토픽 + 구독,"publish, pull
클라우드,GCP,Cloud Pub/Sub,Advanced,,76,순서 보장 + 필터,"ordering keys, message filtering"
AI/ML,MLOps,Kubeflow,Advanced,,76,ML 파이프라인,"Kubeflow Pipelines, components"
AI/ML,MLOps,Kubeflow,Advanced,,80,분산 학습,"KFServing, distributed training"
AI/ML,MLOps,TFX,Advanced,,76,TensorFlow Extended,"TFX components, orchestration"
AI/ML,Model Serving,Triton Inference Server,Intermediate,,38,모델 서빙,"model repository, ensemble"
AI/ML,Model Serving,Triton Inference Server,Advanced,,80,최적화 + 스케일,"dynamic batching, model analyzer"
AI/ML,AutoML,AutoKeras,Intermediate,,35,자동 모델 탐색,"AutoModel, ImageClassifier"
AI/ML,AutoML,AutoKeras,Advanced,,72,Custom search space,"custom blocks, tuner"
AI/ML,강화학습,RLlib,Intermediate,,40,RL 알고리즘,"PPO, DQN
AI/ML,강화학습,RLlib,Advanced,,80,분산 학습,"distributed training, custom models"
AI/ML,컴퓨터 비전,Detectron2,Advanced,,76,객체 감지 프레임워크,"Faster R-CNN, Mask R-CNN"
AI/ML,컴퓨터 비전,Detectron2,Advanced,,80,Custom training,"custom dataset, hooks"
AI/ML,Explainable AI,SHAP,Intermediate,,38,모델 해석,"TreeExplainer, summary_plot"
AI/ML,Explainable AI,SHAP,Advanced,,76,복잡한 해석,"DeepExplainer, force_plot"
AI/ML,Explainable AI,LIME,Intermediate,,35,로컬 해석,"LimeTabularExplainer, explain_instance"
데이터 저장,Knowledge Graph,RDF,Intermediate,,35,RDF 트리플,"rdflib, Graph
데이터 저장,Knowledge Graph,RDF,Advanced,,76,SPARQL 쿼리,"SPARQL queries, inference"
데이터 저장,Knowledge Graph,Ontology,Advanced,,72,OWL 온톨로지,"owlready2, reasoning"
Specialized,WebAssembly,PyScript,Intermediate,,32,Browser에서 Python,"pyscript tag, py-script"
Specialized,WebAssembly,Pyodide,Intermediate,,35,Python in WASM,"pyodide.loadPackage, runPython"
Specialized,WebAssembly,Pyodide,Advanced,,76,JS 통합,"JavaScript interop, custom packages"
Architectural Patterns,Design Patterns,Domain-Driven Design,Advanced,,76,DDD 구현,"Aggregate, Repository
Architectural Patterns,Design Patterns,Domain-Driven Design,Advanced,,80,복잡한 도메인 모델,"Bounded Context, Domain Events"
Architectural Patterns,Design Patterns,Hexagonal Architecture,Advanced,,72,Ports & Adapters,"port/adapter pattern, dependency inversion"
Architectural Patterns,Design Patterns,Clean Architecture,Advanced,,72,계층 분리,"entities, use cases
함수형 프로그래밍 및 고급 기능,Reactive,RxPY,Intermediate,,35,Observable 스트림,"Observable, operators"
함수형 프로그래밍 및 고급 기능,Reactive,RxPY,Advanced,,76,복잡한 파이프라인,"hot/cold observables, schedulers"
API & 통신,Serialization,Protocol Buffers,Basic,,10,기본 메시지,"message definition, SerializeToString"
API & 통신,Serialization,Protocol Buffers,Intermediate,,35,복잡한 구조,"nested messages, repeated fields"
API & 통신,Serialization,Protocol Buffers,Advanced,,76,최적화,"custom options, reflection"
추가 프레임워크 및 라이브러리,데이터 검증,Cerberus,Intermediate,,30,스키마 검증,"Validator, schema rules"
추가 프레임워크 및 라이브러리,데이터 검증,jsonschema,Intermediate,,30,JSON Schema 검증,"validate, Draft7Validator"
추가 프레임워크 및 라이브러리,데이터 검증,jsonschema,Advanced,,68,커스텀 검증,"custom validators, format checkers"
워크플로우,Orchestration,Dagster,Intermediate,,38,Data asset 관리,"@asset decorator, jobs"
워크플로우,Orchestration,Dagster,Advanced,,80,복잡한 파이프라인,"partitions, sensors
문서화,API Docs,Redoc,Intermediate,,28,OpenAPI 문서화,"Redoc UI, OpenAPI spec"
모니터링 및 관찰성,분산 추적,Zipkin,Intermediate,,35,분산 추적,"py_zipkin, trace context"
보안,Rate Limiting,python-limits,Intermediate,,32,제한 전략,"storage backends, strategies"
